gene_id,SRR1048058,SRR1048059,SRR1048060,SRR1048061,SRR1048062,SRR1048063
MSTRG.42762,0,6,18,8,11,6
MSTRG.42761,0,6,10,0,18,6
MSTRG.42760,0,1,0,8,0,2
MSTRG.8591,170,780,1533,2062,1525,1514
MSTRG.775,0,270,310,274,309,447
MSTRG.776,0,0,0,0,0,0
MSTRG.8592,122,1087,1363,1508,1195,1423
MSTRG.8595,18,73,126,120,108,172
MSTRG.8594,32,432,204,394,633,711
MSTRG.8597,31,80,86,121,124,183
MSTRG.773,3,0,10,0,1,2
MSTRG.8599,16,189,427,453,325,407
MSTRG.8598,0,126,151,233,172,226
MSTRG.778,0,0,0,0,0,0
MSTRG.779,3,42,147,239,120,288
ENSDARG00000093788,0,0,0,0,0,0
ENSDARG00000087323,0,0,0,0,0,0
MSTRG.23022,0,0,42,0,0,0
MSTRG.33522,0,2,3,0,6,8
MSTRG.8879,0,163,1,19,25,8
MSTRG.18179,0,0,18,0,0,0
MSTRG.18178,0,0,0,0,0,0
MSTRG.41078,0,0,8,0,2,0
ENSDARG00000058732,0,0,0,0,21,9
MSTRG.18175,6,132,323,232,238,221
MSTRG.18174,0,14,0,0,0,3
MSTRG.41074,17,47,42,110,95,89
MSTRG.41075,0,20,38,56,39,36
MSTRG.18171,8,170,319,341,324,365
MSTRG.18170,204,2906,6504,5202,2313,4567
MSTRG.41070,0,0,0,3,0,0
MSTRG.41071,12,249,122,444,293,397
ENSDARG00000074915,0,17,0,0,13,14
ENSDARG00000074914,0,0,0,0,0,0
MSTRG.23278,58,308,667,635,512,667
MSTRG.7118,37,372,1113,1003,604,836
MSTRG.42665,301,1677,3305,3653,3575,4971
MSTRG.7013,0,38,28,9,31,47
MSTRG.39956,22,27,91,75,34,58
MSTRG.39957,0,10,2,7,3,10
MSTRG.23024,0,0,0,33,29,3
MSTRG.39955,11,4,35,17,11,17
MSTRG.39952,0,11,0,31,7,8
MSTRG.39953,0,11,11,1,0,0
MSTRG.39950,0,12,35,25,49,20
MSTRG.39951,18,142,187,206,231,389
MSTRG.23276,11,120,191,83,224,192
MSTRG.39958,0,0,0,0,0,0
MSTRG.39959,0,5,17,29,1,16
MSTRG.1743,0,44,44,56,37,47
MSTRG.1742,3,19,0,46,43,45
MSTRG.1741,2,17,34,62,41,79
MSTRG.1740,22,11,45,90,65,55
MSTRG.1747,0,0,12,21,5,15
MSTRG.1746,0,0,0,1,20,21
MSTRG.1745,7,49,162,781,434,707
MSTRG.1744,0,13,80,105,24,61
MSTRG.42183,0,26,28,6,7,14
MSTRG.42182,45,277,915,525,302,423
MSTRG.1749,6,4,4,78,16,87
MSTRG.42180,0,7,10,8,0,32
MSTRG.42187,89,594,1368,1930,1625,1600
MSTRG.42186,0,0,0,7,16,3
MSTRG.42185,8,21,51,19,18,58
MSTRG.3371,0,0,0,11,2,0
MSTRG.31080,0,0,0,19,0,0
MSTRG.30362,0,24,16,24,24,14
MSTRG.23273,46,296,450,328,257,324
MSTRG.21636,0,66,41,73,107,90
MSTRG.21637,131,1072,1705,1915,1695,1992
MSTRG.21634,3,0,0,0,11,2
MSTRG.21635,0,84,270,143,105,168
MSTRG.21632,16,132,237,241,99,199
MSTRG.21633,0,14,60,70,45,64
MSTRG.21630,17,0,0,0,1,2
MSTRG.21631,0,2,36,8,12,4
MSTRG.21638,0,148,216,199,211,210
MSTRG.21639,0,2,9,1,2,3
MSTRG.9246,0,0,16,11,0,0
MSTRG.9247,0,13,4,4,24,4
MSTRG.9244,24,83,123,300,147,219
MSTRG.9245,24,291,475,756,467,546
MSTRG.9242,15,119,122,247,184,170
MSTRG.9243,0,0,0,15,0,3
MSTRG.9240,0,88,140,124,147,99
MSTRG.9241,0,0,0,19,4,0
MSTRG.9248,0,0,11,22,0,5
MSTRG.9249,0,104,489,253,291,369
MSTRG.28936,16,225,498,373,291,391
MSTRG.24725,0,9,24,35,56,35
MSTRG.6310,0,40,50,25,7,12
MSTRG.31082,0,104,91,160,85,148
MSTRG.28934,0,0,0,0,0,0
MSTRG.28935,0,8,0,0,0,0
MSTRG.6315,0,13,45,26,11,10
MSTRG.28933,0,0,0,0,0,0
MSTRG.30461,0,4,0,14,0,0
MSTRG.30460,0,183,235,100,71,187
MSTRG.30463,0,45,198,7,18,12
MSTRG.30462,14,33,239,17,60,123
ENSDARG00000078108,0,0,3,0,0,0
MSTRG.30464,0,99,265,137,29,153
MSTRG.30467,0,19,13,43,19,20
MSTRG.30466,0,0,0,0,0,0
MSTRG.30469,18,172,227,327,335,354
MSTRG.30468,0,12,31,15,6,36
MSTRG.6316,0,16,32,4,7,63
ENSDARG00000089147,0,0,2,0,1,1
ENSDARG00000077330,0,4,8,0,5,15
MSTRG.40857,32,85,520,413,319,357
MSTRG.6431,15,97,72,44,90,150
MSTRG.40855,2,21,5,8,19,8
MSTRG.40854,10,76,82,52,23,81
MSTRG.6434,1478,8986,14476,16856,16389,21806
MSTRG.6435,0,46,140,152,67,140
MSTRG.40851,0,66,298,149,109,175
MSTRG.6437,20,500,347,497,731,1015
MSTRG.34379,2,15,11,20,22,36
MSTRG.34378,34,216,323,324,361,389
MSTRG.40859,0,0,8,21,0,2
MSTRG.7016,0,0,3,37,8,30
MSTRG.56,685,5733,7544,5429,7253,8719
MSTRG.57,7,270,523,245,183,248
MSTRG.54,0,0,0,0,0,0
MSTRG.55,0,3,32,21,3,3
MSTRG.52,0,6,0,53,40,5
MSTRG.53,0,0,0,0,11,2
MSTRG.50,0,4,0,0,10,8
MSTRG.51,0,7,0,14,28,19
MSTRG.37245,2,27,47,39,8,35
MSTRG.58,7,0,0,0,183,0
MSTRG.59,13,404,857,347,304,443
ENSDARG00000100701,0,14,0,32,7,20
ENSDARG00000095123,0,3,0,0,0,0
MSTRG.42460,0,12,31,7,3,7
MSTRG.40117,0,19,13,3,12,34
MSTRG.37246,0,3,21,6,24,2
ENSDARG00000021444,0,3,0,8,0,4
MSTRG.36340,3,0,0,29,0,6
ENSDARG00000096572,0,0,0,0,0,0
MSTRG.33195,0,0,0,0,0,0
ENSDARG00000090140,0,0,0,6,0,0
MSTRG.36346,10,263,418,528,466,577
MSTRG.18792,0,84,35,24,9,56
MSTRG.36344,0,9,0,8,15,28
MSTRG.42467,27,51,94,76,45,106
MSTRG.28873,0,0,7,0,0,8
MSTRG.28872,0,0,0,0,9,0
MSTRG.28871,0,38,30,61,15,29
MSTRG.28870,0,18,22,23,17,24
MSTRG.28877,0,15,3,0,0,0
MSTRG.6299,0,9,15,22,0,0
MSTRG.28875,4,160,174,171,189,320
MSTRG.30365,24,69,63,96,116,72
MSTRG.6294,0,0,0,8,2,0
MSTRG.6295,458,4385,8133,7346,5711,7419
MSTRG.6296,52,527,812,1158,990,1472
MSTRG.28878,0,0,0,0,11,3
MSTRG.6290,12,22,0,46,6,9
MSTRG.6291,0,0,44,13,4,13
MSTRG.6292,6,2,0,14,15,2
MSTRG.6293,0,0,0,0,0,0
MSTRG.37110,0,7,43,7,17,27
MSTRG.37111,12,209,257,215,167,316
MSTRG.37112,0,12,0,0,0,0
MSTRG.37113,2,26,25,19,8,30
MSTRG.37114,12,20,90,68,23,21
MSTRG.37115,0,62,148,209,118,162
MSTRG.37116,0,8,8,3,10,17
MSTRG.37117,101,470,393,637,675,1397
MSTRG.37118,0,15,0,41,17,26
MSTRG.37119,0,0,0,0,0,0
MSTRG.7741,0,6,23,0,11,14
MSTRG.7740,0,0,0,0,11,5
MSTRG.7743,0,3,20,0,13,20
MSTRG.7742,37,196,453,676,532,587
MSTRG.7745,0,0,10,0,0,0
MSTRG.7744,0,10,59,3,6,14
MSTRG.7747,0,4,18,3,6,13
MSTRG.7746,0,3,13,0,19,1
MSTRG.7749,0,0,0,0,0,0
MSTRG.7748,0,4,11,28,52,6
MSTRG.33376,0,0,0,0,0,0
MSTRG.37241,0,0,0,0,11,0
MSTRG.44259,0,0,0,16,0,2
MSTRG.44258,1,15,28,0,5,21
ENSDARG00000079765,0,4,4,0,0,0
MSTRG.30939,0,0,14,0,0,0
MSTRG.33373,0,0,0,0,0,0
MSTRG.30937,3,86,704,182,203,368
ENSDARG00000085416,0,0,0,0,0,0
MSTRG.18690,98,1057,2005,2430,1581,2454
MSTRG.44254,0,42,58,67,106,133
MSTRG.22063,0,35,45,64,34,77
ENSDARG00000095463,0,0,0,0,0,0
ENSDARG00000095460,0,0,0,0,0,0
ENSDARG00000095461,0,0,0,0,0,0
MSTRG.30934,0,2,0,0,10,5
MSTRG.44251,53,381,631,680,416,663
MSTRG.40110,0,0,0,49,40,44
MSTRG.44250,0,204,83,286,281,216
MSTRG.18691,36,475,573,1074,635,1243
MSTRG.44253,0,0,15,18,3,13
MSTRG.30930,28,548,1148,1010,881,1266
MSTRG.12870,5,71,128,97,98,158
MSTRG.18799,0,0,8,0,0,0
ENSDARG00000012944,0,3,0,0,0,3
ENSDARG00000108127,0,0,0,0,0,3
ENSDARG00000108125,0,0,0,0,0,0
ENSDARG00000108122,0,0,0,0,0,0
MSTRG.22061,0,25,20,12,8,26
MSTRG.39047,55,465,1292,1301,968,1206
ENSDARG00000108128,0,0,0,0,0,0
ENSDARG00000108129,0,0,0,0,0,3
ENSDARG00000043770,0,0,0,0,0,0
MSTRG.18693,47,327,561,629,736,778
ENSDARG00000053833,0,0,0,11,0,0
ENSDARG00000013014,0,0,0,0,0,0
MSTRG.36416,444,1592,4546,6536,5593,3715
MSTRG.23745,0,28,81,86,16,73
MSTRG.18694,58,607,780,939,860,827
MSTRG.29834,0,0,0,0,0,0
MSTRG.29835,0,0,0,0,0,0
MSTRG.29836,0,0,0,0,0,0
MSTRG.29837,0,0,0,0,0,0
MSTRG.29830,0,0,0,0,0,0
MSTRG.29831,0,0,0,0,0,0
MSTRG.29832,0,0,0,0,0,7
MSTRG.29833,0,0,0,3,0,0
MSTRG.29838,0,0,0,0,0,0
MSTRG.29839,0,0,0,0,0,0
MSTRG.8928,14,6,51,12,3,22
MSTRG.8929,0,8,0,0,19,5
MSTRG.8920,104,522,534,741,601,1121
MSTRG.8921,0,21,46,42,22,48
MSTRG.8922,0,0,0,0,18,0
MSTRG.18695,16,19,0,18,21,59
MSTRG.8924,0,0,0,0,16,0
MSTRG.8925,2,4,0,0,13,9
MSTRG.8926,0,2,3,3,0,3
ENSDARG00000078684,0,0,0,0,0,0
MSTRG.22064,82,258,563,760,705,876
MSTRG.40250,0,8,0,0,0,0
ENSDARG00000044752,0,0,0,0,0,11
ENSDARG00000044754,0,0,0,0,0,0
ENSDARG00000056926,0,5,0,0,8,24
ENSDARG00000056921,0,3,11,27,24,0
MSTRG.5497,23,263,329,570,370,409
ENSDARG00000074816,0,0,0,0,0,0
ENSDARG00000094089,0,0,0,0,0,4
ENSDARG00000086026,0,0,0,0,0,0
MSTRG.40255,0,7,0,20,0,1
MSTRG.3429,0,0,0,0,0,0
MSTRG.39864,0,3,0,6,19,4
MSTRG.20228,0,96,48,151,178,204
MSTRG.20229,0,8,16,13,13,7
MSTRG.20226,15,217,220,202,189,327
MSTRG.20227,0,8,1,0,0,2
MSTRG.20224,133,845,1320,951,992,1369
MSTRG.20225,9,146,427,229,215,212
MSTRG.20222,0,0,10,0,0,0
MSTRG.30995,3,149,149,205,66,144
MSTRG.20220,53,291,639,475,397,643
MSTRG.20221,0,41,83,47,46,59
ENSDARG00000097285,0,0,0,0,0,0
MSTRG.439,0,0,0,0,0,0
ENSDARG00000097283,0,0,0,0,0,6
MSTRG.437,0,16,0,0,0,0
MSTRG.436,0,0,0,22,0,0
MSTRG.435,11,0,0,1,0,0
MSTRG.434,269,1468,2257,3085,1955,2503
MSTRG.433,0,9,2,7,0,1
MSTRG.432,0,0,0,24,0,6
MSTRG.431,0,11,0,0,22,14
MSTRG.430,0,51,2,2,0,0
ENSDARG00000096483,0,0,0,0,0,0
ENSDARG00000096486,0,0,0,0,0,0
MSTRG.37947,0,19,78,51,3,27
MSTRG.37946,0,0,0,0,0,0
MSTRG.37945,0,49,0,10,46,79
MSTRG.37944,4,105,281,178,136,198
MSTRG.37943,6,243,320,297,211,403
MSTRG.37942,62,549,569,869,681,930
MSTRG.37941,12,68,165,81,115,103
MSTRG.37940,108,772,746,864,696,909
MSTRG.37949,0,10,8,28,50,27
MSTRG.37948,0,11,0,0,0,0
MSTRG.31479,0,1,0,0,0,3
MSTRG.31478,0,0,0,0,0,0
MSTRG.40256,0,20,28,7,18,14
MSTRG.12288,37,382,617,623,430,557
MSTRG.31471,20,622,1816,820,587,1408
MSTRG.31470,0,16,0,0,13,6
MSTRG.31473,0,0,0,3,0,0
MSTRG.31472,21,360,655,504,439,677
MSTRG.31475,0,0,0,21,0,2
MSTRG.31474,0,4,0,19,13,28
MSTRG.31477,0,34,0,15,4,9
MSTRG.31476,162,674,1245,1490,803,1673
ENSDARG00000097758,0,0,0,0,0,0
ENSDARG00000097756,0,0,0,6,0,0
ENSDARG00000097752,0,2,0,0,0,5
ENSDARG00000106218,3,0,0,3,3,0
ENSDARG00000106219,0,0,0,0,0,0
MSTRG.368,0,0,0,0,15,1
ENSDARG00000106214,0,0,0,0,0,0
ENSDARG00000106215,0,0,0,0,0,0
ENSDARG00000106213,0,0,0,0,0,0
MSTRG.17288,48,303,304,244,328,407
MSTRG.17289,0,11,36,67,50,90
MSTRG.17286,0,0,11,0,0,0
MSTRG.17287,0,0,0,0,4,6
MSTRG.17284,0,0,0,16,0,7
MSTRG.17285,0,0,0,0,0,0
MSTRG.17282,1,2,0,24,0,5
MSTRG.17283,0,16,42,139,70,82
ENSDARG00000086020,0,0,0,0,0,0
MSTRG.17281,75,312,400,603,397,669
MSTRG.21579,28,311,413,601,530,645
MSTRG.21578,0,2,16,56,0,10
MSTRG.21575,56,460,560,560,466,797
MSTRG.21574,0,0,0,22,0,2
MSTRG.21577,0,3,27,27,41,21
MSTRG.21576,0,7,6,0,12,2
MSTRG.21571,0,22,10,6,43,58
MSTRG.21570,0,0,0,0,26,0
MSTRG.21573,0,30,52,66,118,132
MSTRG.21572,0,0,0,0,0,0
MSTRG.27383,0,0,5,0,12,0
MSTRG.14881,0,0,0,16,0,0
MSTRG.14880,53,236,287,284,310,459
ENSDARG00000108915,0,0,0,0,0,0
MSTRG.14882,0,0,0,0,12,4
MSTRG.14885,22,138,200,216,200,237
MSTRG.14884,0,0,0,0,0,15
MSTRG.14887,0,0,0,0,0,0
MSTRG.14886,0,0,0,2,16,0
MSTRG.14889,3,184,212,272,275,365
MSTRG.14888,0,75,27,79,87,88
ENSDARG00000108919,0,0,0,0,0,0
ENSDARG00000070351,0,0,0,0,0,0
ENSDARG00000070353,0,0,0,0,0,3
ENSDARG00000070352,0,0,0,0,8,5
MSTRG.30708,2,30,38,36,30,18
MSTRG.30709,0,2,16,0,8,6
MSTRG.30700,0,2,9,4,4,6
MSTRG.30701,3,94,238,130,287,268
MSTRG.30702,0,3,26,4,2,2
MSTRG.30703,0,0,15,7,0,0
MSTRG.30704,0,25,42,15,32,23
MSTRG.30705,0,1,8,0,7,1
MSTRG.30706,11,47,86,128,126,194
MSTRG.30707,8,138,227,281,322,376
MSTRG.29564,158,1080,1179,594,1985,3451
MSTRG.7188,0,8,0,0,0,0
MSTRG.29565,0,0,0,0,0,0
MSTRG.10490,10,58,37,141,56,210
ENSDARG00000070685,0,0,3,0,0,0
MSTRG.28680,84,278,553,623,354,527
MSTRG.28681,0,51,101,48,72,114
MSTRG.28682,0,0,0,17,0,0
MSTRG.28683,0,0,5,16,0,4
MSTRG.28684,0,0,2,18,3,4
MSTRG.28685,0,6,59,12,14,8
MSTRG.28686,0,0,0,13,18,2
MSTRG.31588,0,0,0,15,0,11
MSTRG.28688,0,30,41,99,29,82
MSTRG.28689,0,25,61,27,55,44
MSTRG.25891,2,26,44,89,55,91
ENSDARG00000054509,0,0,0,0,0,0
ENSDARG00000068220,0,0,0,0,0,0
ENSDARG00000101006,0,0,0,0,0,0
ENSDARG00000101004,0,0,0,0,0,0
MSTRG.25895,0,7,0,0,0,23
ENSDARG00000104102,0,0,0,0,0,0
MSTRG.16627,4,4,0,11,7,13
MSTRG.16626,3,189,293,284,260,314
MSTRG.16625,0,4,20,0,11,0
MSTRG.16624,54,166,80,96,148,158
MSTRG.16623,7,204,334,212,342,338
MSTRG.16622,0,34,50,0,11,27
MSTRG.16621,3,150,115,269,200,262
MSTRG.16620,0,47,29,37,60,65
MSTRG.16629,0,47,77,71,63,129
MSTRG.16628,0,17,27,6,13,16
MSTRG.11938,13,251,221,388,342,428
MSTRG.11939,0,27,8,0,0,0
MSTRG.11932,11,119,98,109,169,143
MSTRG.11933,116,1097,2353,2163,1545,2145
MSTRG.11930,0,58,55,50,158,193
MSTRG.11931,12,172,357,331,303,369
MSTRG.11936,0,8,0,0,0,0
MSTRG.11937,0,64,52,56,8,60
MSTRG.11934,24,238,354,429,410,571
MSTRG.11935,34,333,315,484,459,528
MSTRG.22178,0,33,65,42,32,41
MSTRG.29488,19,184,481,230,272,335
ENSDARG00000071088,0,0,0,0,0,0
MSTRG.22174,0,0,0,0,0,0
MSTRG.22175,45,294,534,475,552,630
MSTRG.29487,3,58,64,136,46,109
ENSDARG00000037476,0,0,0,0,0,0
MSTRG.22170,0,3,0,16,0,0
MSTRG.22171,90,953,1836,1305,1351,1819
MSTRG.22172,17,24,2,4,7,25
MSTRG.29482,14,51,79,97,94,108
MSTRG.23223,0,0,3,12,27,0
MSTRG.23222,0,10,3,3,17,5
MSTRG.23221,0,24,3,53,33,59
MSTRG.23220,0,10,0,35,32,24
MSTRG.23227,7,81,213,607,251,596
MSTRG.23226,0,4,0,15,0,13
MSTRG.23225,0,12,5,13,6,4
MSTRG.23224,0,0,1,0,11,4
MSTRG.23229,0,0,6,5,0,17
MSTRG.23228,0,0,3,4,0,8
ENSDARG00000103654,0,4,2,1,6,6
ENSDARG00000103657,0,0,0,0,0,0
ENSDARG00000103656,0,0,0,0,0,0
ENSDARG00000103650,0,0,0,0,0,0
ENSDARG00000103652,0,0,0,0,0,0
MSTRG.25683,0,28,48,64,9,34
MSTRG.25682,0,46,142,57,14,33
MSTRG.25681,0,48,76,100,86,92
MSTRG.25680,0,4,29,14,18,6
MSTRG.25687,0,4,12,0,3,3
MSTRG.25686,65,414,539,765,574,706
MSTRG.25685,0,0,48,0,0,0
MSTRG.25684,46,448,752,935,781,762
MSTRG.25689,127,1224,1908,2909,1560,2257
MSTRG.25688,9,34,21,49,43,37
MSTRG.29157,23,395,814,868,575,760
MSTRG.29156,12,267,622,299,381,608
MSTRG.29155,0,14,0,41,22,74
MSTRG.29154,0,0,0,0,11,0
MSTRG.29153,222,1624,3157,4434,2636,4488
MSTRG.29152,78,320,793,831,459,963
MSTRG.29151,8,32,53,15,76,157
MSTRG.29150,56,865,1241,1048,961,1375
MSTRG.29159,0,48,120,132,64,127
MSTRG.29158,29,165,197,67,193,261
MSTRG.819,0,0,0,8,6,5
MSTRG.818,0,0,25,0,2,3
MSTRG.31365,0,1,1,14,0,4
MSTRG.35431,0,19,8,59,17,39
ENSDARG00000069660,0,6,0,19,0,16
MSTRG.32422,0,24,25,34,26,53
MSTRG.19165,0,6,23,3,2,12
ENSDARG00000103423,0,0,0,0,0,8
MSTRG.32421,0,46,68,48,72,345
MSTRG.32729,0,0,0,15,0,7
MSTRG.22798,136,372,885,1415,1145,1230
MSTRG.22799,6,93,212,154,256,269
MSTRG.32420,0,5,3,21,5,31
ENSDARG00000033382,0,7,0,8,0,0
ENSDARG00000033380,0,3,0,0,0,0
MSTRG.22790,21,243,327,458,554,616
MSTRG.22791,0,12,0,0,0,2
MSTRG.22792,10,76,259,100,114,283
MSTRG.22793,16,121,273,199,131,197
MSTRG.22794,0,2,4,15,4,3
MSTRG.22795,64,247,599,675,584,764
MSTRG.22796,0,30,31,58,33,32
ENSDARG00000109155,0,0,0,0,0,0
MSTRG.26088,53,221,119,207,280,500
MSTRG.26089,0,16,15,104,129,67
ENSDARG00000104639,0,0,0,0,0,0
MSTRG.35437,2,43,65,43,17,37
ENSDARG00000107636,0,8,0,18,12,30
MSTRG.26080,0,8,0,0,0,0
MSTRG.26081,0,50,80,57,74,32
MSTRG.26082,0,0,0,0,0,0
ENSDARG00000109157,0,0,0,0,0,0
MSTRG.26084,60,530,880,757,662,716
MSTRG.26085,0,7,29,28,31,4
MSTRG.26086,0,0,0,11,0,0
MSTRG.15515,0,0,0,16,0,0
ENSDARG00000105766,0,0,0,0,0,0
ENSDARG00000105765,0,3,0,0,0,0
ENSDARG00000105764,0,0,0,0,0,0
MSTRG.15516,0,0,30,0,0,4
ENSDARG00000105761,0,0,0,0,0,0
MSTRG.6386,8,107,169,108,95,142
ENSDARG00000005510,0,0,0,0,0,6
ENSDARG00000107632,0,0,0,0,0,0
MSTRG.24792,0,0,0,22,0,16
ENSDARG00000100303,9,21,0,16,0,7
MSTRG.24790,0,2,12,35,0,7
MSTRG.24791,4,14,19,35,20,45
MSTRG.24796,0,0,0,0,0,0
MSTRG.6384,21,252,514,575,326,546
MSTRG.24794,3,0,0,24,8,25
MSTRG.24795,11,10,29,113,82,62
MSTRG.24798,0,0,17,0,0,0
MSTRG.24799,0,5,0,2,24,3
MSTRG.401,0,6,26,0,29,13
MSTRG.4259,8,118,182,282,411,201
MSTRG.26332,0,3,2,8,8,4
MSTRG.26333,0,0,0,0,0,0
ENSDARG00000101655,0,3,10,0,11,27
ENSDARG00000101654,0,4,24,0,24,11
MSTRG.26336,0,0,29,0,0,0
MSTRG.26337,0,51,154,104,121,181
MSTRG.26334,13,123,114,219,226,577
MSTRG.26335,2,86,157,109,62,243
MSTRG.26338,67,493,761,744,683,759
MSTRG.26339,0,3,0,18,0,2
ENSDARG00000101658,0,0,0,0,0,0
MSTRG.2150,0,0,35,0,0,0
ENSDARG00000086304,0,0,0,0,0,0
MSTRG.18566,0,0,0,0,0,0
MSTRG.24245,0,0,0,0,10,2
MSTRG.24246,0,0,0,0,14,0
MSTRG.18565,0,0,0,0,0,0
MSTRG.18562,0,9,9,34,15,20
MSTRG.24241,0,8,16,31,33,21
MSTRG.18560,56,405,681,448,370,637
MSTRG.24243,0,11,0,0,0,22
MSTRG.14412,16,55,31,132,105,106
MSTRG.14413,329,1259,1965,1944,1872,1743
MSTRG.14410,368,2634,6697,6976,4572,6610
ENSDARG00000080931,0,0,1,0,0,0
MSTRG.24248,0,0,8,0,0,0
MSTRG.14417,13,244,581,443,399,469
MSTRG.14414,4,24,31,38,52,36
MSTRG.18569,0,0,0,0,0,0
MSTRG.35673,0,23,48,46,60,25
MSTRG.25645,0,8,1,24,0,9
MSTRG.25644,1,1,13,21,13,3
MSTRG.9518,0,0,0,0,1,0
MSTRG.17398,4,40,64,139,41,85
ENSDARG00000080682,0,0,0,0,0,0
MSTRG.17399,0,0,16,0,3,6
MSTRG.29110,0,0,0,0,0,0
MSTRG.17918,0,18,29,36,8,37
ENSDARG00000104684,0,3,0,0,5,8
ENSDARG00000102235,0,0,0,0,0,0
MSTRG.11152,129,981,1284,1315,1151,1332
MSTRG.41916,409,2160,3749,5847,4148,5780
ENSDARG00000102230,0,0,0,0,0,11
MSTRG.25649,0,0,0,0,11,0
ENSDARG00000081087,0,0,0,0,0,0
ENSDARG00000084546,0,0,0,0,0,0
MSTRG.25648,0,0,7,0,13,0
ENSDARG00000102238,0,0,0,0,0,0
ENSDARG00000039443,0,0,0,0,0,0
MSTRG.2941,0,11,28,0,1,10
ENSDARG00000089683,0,0,0,0,0,0
MSTRG.10917,0,5,24,0,0,0
MSTRG.10916,6,12,15,13,0,7
MSTRG.10915,3,6,42,0,16,4
MSTRG.10914,0,54,73,101,15,203
MSTRG.10913,0,86,62,58,94,108
MSTRG.10912,8,55,61,10,33,65
MSTRG.10911,0,4,22,0,4,2
MSTRG.10910,3,49,65,40,56,78
MSTRG.2442,180,1320,2140,2383,1851,2644
MSTRG.10919,0,1,13,0,0,0
MSTRG.10918,0,1,0,24,0,0
ENSDARG00000104978,0,0,0,13,0,5
ENSDARG00000094137,0,0,0,0,0,0
MSTRG.41919,39,443,709,729,560,706
ENSDARG00000094135,0,0,0,0,0,0
ENSDARG00000104971,0,0,0,0,0,0
ENSDARG00000104972,0,0,0,0,0,0
MSTRG.23771,3,2,17,1,8,6
MSTRG.39428,0,0,0,11,0,3
MSTRG.39429,0,0,11,0,0,0
ENSDARG00000043168,0,0,0,0,0,0
MSTRG.2949,0,0,0,0,0,0
MSTRG.39422,0,0,0,0,0,0
MSTRG.39423,0,8,21,0,0,3
MSTRG.39420,0,0,0,17,0,4
MSTRG.39421,10,225,185,473,256,384
MSTRG.39426,414,2910,3554,1504,2112,2950
MSTRG.39427,0,21,102,70,65,54
MSTRG.39424,12,96,64,186,155,174
MSTRG.39425,146,1676,2427,2066,1742,2582
MSTRG.23772,0,0,7,21,8,3
MSTRG.36893,216,1893,3214,3527,2673,3694
MSTRG.41658,47,386,623,663,749,844
MSTRG.41659,0,4,0,11,4,4
MSTRG.41656,0,0,15,0,0,6
MSTRG.41657,14,55,39,66,68,61
MSTRG.41654,8,28,0,29,18,54
MSTRG.41655,0,0,8,0,0,0
MSTRG.41652,0,0,0,11,19,0
MSTRG.41653,0,30,0,6,0,24
ENSDARG00000091561,0,0,0,0,6,4
MSTRG.41651,0,26,11,39,11,47
MSTRG.43243,0,11,618,94,111,335
MSTRG.43242,0,0,0,0,0,0
MSTRG.43241,20,393,464,750,638,837
MSTRG.43240,86,609,985,909,717,1162
MSTRG.43247,0,0,12,0,0,2
MSTRG.43246,41,233,325,254,211,415
MSTRG.43245,0,6,0,24,0,6
MSTRG.43244,5,46,490,65,122,308
MSTRG.43249,0,0,0,35,1,0
MSTRG.5025,0,2,2,10,3,0
MSTRG.42157,0,0,0,0,0,0
MSTRG.44027,2,6,50,39,65,40
MSTRG.44024,0,0,100,0,0,3
MSTRG.44025,12,58,132,179,103,137
MSTRG.44022,0,0,78,14,11,13
MSTRG.44023,0,0,0,11,0,0
MSTRG.44020,0,3,15,8,12,4
MSTRG.44021,0,16,0,0,0,0
MSTRG.44028,0,44,101,165,84,150
MSTRG.44029,15,51,39,86,52,74
MSTRG.45375,0,0,11,16,0,1
MSTRG.45374,0,0,0,0,0,8
MSTRG.38481,0,0,0,0,12,0
MSTRG.38480,0,0,0,0,0,0
MSTRG.45371,0,33,28,78,78,77
MSTRG.38486,0,34,6,40,7,59
MSTRG.38485,86,543,905,1259,778,1138
MSTRG.45372,0,0,0,3,0,8
MSTRG.38489,0,2,14,0,0,0
MSTRG.38488,42,355,490,682,610,603
MSTRG.45379,0,0,0,0,32,12
MSTRG.45378,21,82,136,218,248,212
MSTRG.43795,8,134,98,51,22,62
MSTRG.43794,18,344,440,397,464,567
MSTRG.43797,8,137,495,420,295,356
MSTRG.43796,29,220,496,647,349,508
MSTRG.43791,0,14,0,0,0,0
MSTRG.43790,0,6,5,58,20,44
MSTRG.43793,0,49,85,222,164,246
MSTRG.43792,19,84,182,122,68,216
MSTRG.43799,0,8,2,0,0,0
MSTRG.43798,0,0,14,0,0,0
MSTRG.12519,1,8,2,26,5,2
MSTRG.12518,1,12,23,11,9,7
MSTRG.19769,11,66,62,111,57,70
MSTRG.19768,0,0,0,0,0,0
MSTRG.19767,12,88,179,221,123,172
MSTRG.19766,18,123,137,94,66,151
MSTRG.12513,0,4,20,22,6,9
MSTRG.12512,0,4,3,12,0,2
MSTRG.12515,0,8,17,14,24,7
MSTRG.19762,0,6,8,26,23,13
MSTRG.12517,0,2,16,0,0,0
MSTRG.12516,0,8,5,4,1,2
ENSDARG00000092034,0,0,0,0,0,0
ENSDARG00000092030,0,0,0,0,0,0
MSTRG.33709,0,0,0,0,4,6
MSTRG.33708,0,0,0,13,0,0
