gene_id,SRR1048058,SRR1048059,SRR1048060,SRR1048061,SRR1048062,SRR1048063
MSTRG.17565,0,3,0,0,2,8
MSTRG.17564,54,475,747,775,632,923
ENSDARG00000107465,0,0,0,0,0,0
MSTRG.14092,0,21,19,58,39,18
ENSDARG00000105771,0,0,0,0,1,0
ENSDARG00000102910,0,0,0,0,0,0
MSTRG.32384,0,0,0,0,0,0
ENSDARG00000102918,0,0,0,0,0,0
MSTRG.3758,0,0,0,0,0,0
MSTRG.3759,0,0,0,0,0,0
MSTRG.3756,0,0,0,0,0,0
MSTRG.3757,0,0,0,0,0,0
MSTRG.3754,0,0,0,0,0,0
MSTRG.3755,0,0,0,0,0,0
MSTRG.3752,0,0,0,2,0,1
MSTRG.3753,0,0,0,0,0,0
MSTRG.3750,0,1,0,0,0,0
MSTRG.3751,0,0,0,0,0,0
MSTRG.24947,0,24,56,40,21,48
MSTRG.24946,11,129,142,186,191,212
MSTRG.24945,3,0,18,14,0,2
MSTRG.24944,51,387,682,257,199,420
MSTRG.24943,104,724,1208,1395,988,1593
ENSDARG00000070611,0,0,0,0,0,0
MSTRG.24941,3,18,0,8,0,17
MSTRG.24940,11,13,54,39,11,12
MSTRG.28613,0,0,3,11,16,12
MSTRG.28612,6,50,38,96,89,102
MSTRG.28611,0,0,0,3,29,0
MSTRG.28610,0,0,0,1,33,0
MSTRG.28617,0,0,24,0,0,0
MSTRG.28616,0,0,0,0,3,0
MSTRG.28615,0,27,16,3,16,9
MSTRG.24948,0,24,12,0,11,43
MSTRG.1440,3,32,112,28,64,107
MSTRG.1441,69,418,366,704,467,779
MSTRG.1442,0,0,0,0,0,8
MSTRG.42009,0,0,0,0,0,0
MSTRG.1444,6,16,6,41,4,104
MSTRG.1445,3,8,4,28,8,12
MSTRG.1446,44,615,999,1313,967,1388
MSTRG.1447,162,794,1572,2149,1713,2095
MSTRG.1448,26,193,326,428,294,395
MSTRG.42003,0,18,0,3,3,8
MSTRG.22473,31,224,392,345,269,372
MSTRG.22472,0,51,72,209,70,150
MSTRG.42006,0,26,7,4,0,4
MSTRG.42007,0,116,94,105,132,206
MSTRG.42004,103,659,1055,1394,869,1375
MSTRG.22476,0,7,1,31,1,6
MSTRG.6475,0,0,40,17,20,18
MSTRG.12939,10,89,90,87,87,92
MSTRG.12938,0,16,27,30,18,26
MSTRG.12933,0,11,0,0,0,1
MSTRG.12932,0,0,9,0,0,0
MSTRG.12931,0,64,66,3,118,253
MSTRG.12930,0,63,67,30,25,65
MSTRG.12937,23,247,177,228,140,271
MSTRG.12936,0,0,0,0,0,0
MSTRG.33196,2,2,7,4,13,11
MSTRG.12934,0,45,64,57,74,97
MSTRG.6367,0,5,0,0,0,3
ENSDARG00000100517,0,0,0,0,0,0
ENSDARG00000100516,0,0,0,0,0,0
ENSDARG00000104428,0,0,0,0,0,0
MSTRG.9619,0,4,2,19,0,3
MSTRG.9618,0,0,0,16,0,0
MSTRG.6369,0,11,0,0,0,6
MSTRG.9615,52,172,859,318,206,364
ENSDARG00000104422,0,0,0,0,0,0
ENSDARG00000104421,0,0,0,0,0,0
MSTRG.9616,0,42,140,68,29,92
MSTRG.9611,4,125,76,249,135,110
MSTRG.9610,16,199,148,278,304,259
MSTRG.9613,26,426,1849,546,263,815
MSTRG.9612,26,47,140,276,150,148
ENSDARG00000034207,0,0,0,0,0,0
ENSDARG00000034203,0,0,0,0,0,2
MSTRG.23708,5,31,26,85,28,66
MSTRG.23709,0,3,8,0,0,6
MSTRG.2933,0,3,0,2,3,5
MSTRG.2932,3,57,83,100,89,107
MSTRG.2935,0,17,3,0,1,2
MSTRG.2934,0,8,16,0,0,4
MSTRG.2937,0,0,2,2,6,10
MSTRG.2936,0,3,20,5,8,6
MSTRG.2939,13,139,330,174,106,254
MSTRG.2938,258,2430,3576,3197,3253,3870
MSTRG.23702,0,0,0,0,19,11
MSTRG.23703,0,16,3,11,8,16
MSTRG.23704,0,1,0,23,3,6
MSTRG.23705,0,3,0,0,1,15
MSTRG.23706,0,18,8,18,26,14
MSTRG.23707,0,39,121,85,65,76
ENSDARG00000102484,0,0,0,0,0,0
MSTRG.22193,0,0,0,0,0,0
MSTRG.34710,12,39,99,178,105,133
MSTRG.4191,0,12,0,3,1,5
MSTRG.4190,39,116,150,188,267,363
MSTRG.4193,0,0,0,0,0,2
MSTRG.4192,200,944,1993,1151,1203,1196
MSTRG.4195,19,29,53,37,55,51
MSTRG.4194,0,0,0,12,0,2
MSTRG.4197,14,239,537,440,348,523
MSTRG.4196,5,119,134,105,287,352
MSTRG.4199,8,0,58,48,0,24
MSTRG.4198,0,9,0,31,0,12
MSTRG.22194,0,0,10,0,0,0
MSTRG.22195,132,1056,2610,3009,2385,2942
ENSDARG00000081540,0,0,0,0,0,0
MSTRG.15680,0,0,0,0,0,0
MSTRG.15681,0,9,15,0,0,0
MSTRG.15682,195,1310,2132,1465,1182,1428
MSTRG.15683,0,52,305,133,11,79
MSTRG.15684,115,582,1447,2148,1595,1720
MSTRG.15685,30,325,521,429,319,333
MSTRG.15686,8,0,0,0,0,0
MSTRG.15687,0,0,0,0,14,0
MSTRG.15688,4,25,22,71,32,47
MSTRG.15689,174,1333,1523,720,991,1021
ENSDARG00000077054,0,19,15,30,14,34
ENSDARG00000069500,0,7,15,0,3,24
MSTRG.30999,115,1080,1579,1606,1011,1653
MSTRG.36105,0,0,0,8,0,0
ENSDARG00000074509,0,7,14,0,9,6
ENSDARG00000014858,0,0,0,0,0,0
MSTRG.14488,5,46,84,137,0,121
MSTRG.10308,12,243,340,410,277,373
MSTRG.10309,0,7,0,24,14,25
MSTRG.10306,0,6,3,0,17,19
MSTRG.10307,0,0,0,0,0,4
MSTRG.10304,16,110,244,281,115,370
MSTRG.10305,0,0,1,0,0,0
MSTRG.14481,0,0,0,18,24,18
MSTRG.10303,0,0,8,0,0,0
MSTRG.10300,0,0,0,0,10,0
MSTRG.14482,7,2,0,298,41,12
MSTRG.13659,264,1792,3013,2794,2121,2874
MSTRG.13658,0,29,15,14,0,30
MSTRG.4308,0,0,0,28,0,0
MSTRG.13655,0,3,32,17,20,53
MSTRG.13654,29,218,226,421,532,688
MSTRG.13657,0,0,2,0,8,0
MSTRG.26825,23,59,183,163,86,169
MSTRG.13651,0,36,25,21,1,27
MSTRG.13650,145,644,1069,1459,1225,1189
MSTRG.13653,37,517,946,804,955,837
MSTRG.30994,0,87,149,135,162,191
ENSDARG00000081529,0,0,0,0,0,0
MSTRG.40512,0,26,15,6,12,2
MSTRG.18682,0,0,0,0,0,0
MSTRG.40510,12,0,2,4,4,3
MSTRG.40511,1,2,0,4,15,0
MSTRG.18687,23,199,241,193,180,310
MSTRG.40517,0,5,21,0,5,2
MSTRG.40514,0,0,11,0,10,0
MSTRG.18684,0,0,0,0,16,0
MSTRG.6135,0,0,16,0,0,0
MSTRG.6134,4,46,98,146,108,103
MSTRG.18689,2,46,87,65,72,71
MSTRG.18688,0,0,18,5,0,0
MSTRG.6131,0,69,33,93,113,106
MSTRG.6130,114,402,614,706,549,564
MSTRG.6133,2,26,57,20,48,37
MSTRG.6132,0,118,100,129,189,146
MSTRG.14157,19,472,684,749,710,870
MSTRG.14156,16,8,3,6,0,8
MSTRG.14155,0,0,12,0,0,3
MSTRG.14154,2,74,102,45,61,81
MSTRG.14153,0,28,0,42,77,120
MSTRG.14152,19,116,228,350,172,297
MSTRG.14151,0,0,13,0,0,0
ENSDARG00000095832,0,3,0,0,0,0
ENSDARG00000095838,0,0,0,0,0,0
MSTRG.14159,0,6,6,0,7,16
MSTRG.14158,0,6,2,3,9,4
MSTRG.12199,0,47,55,16,22,32
MSTRG.24934,6,49,24,101,91,90
MSTRG.12590,0,5,0,37,2,0
ENSDARG00000104847,15,21,26,80,30,45
MSTRG.39747,12,3,0,6,0,12
MSTRG.39746,12,101,227,70,150,223
MSTRG.39745,0,8,0,0,8,0
MSTRG.39744,0,0,19,0,0,0
MSTRG.39743,36,533,1005,900,803,1031
MSTRG.39742,119,945,1449,1553,1144,1948
MSTRG.39741,0,0,0,0,19,0
MSTRG.39740,0,0,0,17,2,1
ENSDARG00000084393,0,0,0,0,0,0
MSTRG.39749,0,0,25,0,0,2
MSTRG.19199,16,204,823,219,292,305
MSTRG.42859,0,8,0,0,0,0
MSTRG.18571,0,0,0,0,0,0
MSTRG.38298,0,0,0,0,0,16
MSTRG.38299,0,1,0,22,0,6
MSTRG.1958,0,22,5,20,0,12
MSTRG.24256,0,3,2,42,0,0
MSTRG.38292,0,0,0,12,0,0
MSTRG.42850,93,533,763,1113,518,1226
MSTRG.42853,0,15,189,10,31,41
MSTRG.42852,6,139,238,260,186,227
MSTRG.42855,0,25,2,0,0,34
MSTRG.38297,0,2,0,0,14,3
MSTRG.38294,0,35,88,45,89,105
MSTRG.38295,4,18,36,46,74,121
MSTRG.1956,0,111,157,125,101,155
MSTRG.18572,0,0,0,0,0,0
MSTRG.28726,2,37,35,52,20,107
MSTRG.18575,0,0,0,0,0,0
MSTRG.28725,64,401,597,6912,6017,8854
MSTRG.18574,0,0,0,0,0,0
ENSDARG00000078508,0,3,8,4,4,12
ENSDARG00000078509,0,6,0,0,0,3
MSTRG.28724,4,10,26,26,17,13
MSTRG.18577,0,0,0,0,0,0
MSTRG.34205,24,407,1857,992,683,1180
MSTRG.18576,0,0,0,0,0,0
MSTRG.28722,0,0,15,0,0,2
MSTRG.19792,0,5,2,16,9,16
ENSDARG00000075366,0,0,3,6,0,2
MSTRG.19790,0,0,8,1,0,0
MSTRG.19791,0,4,2,8,0,5
MSTRG.19796,0,0,11,0,0,3
MSTRG.19797,1,1,24,17,28,18
MSTRG.19794,0,0,0,0,12,0
MSTRG.19795,0,6,0,11,6,2
MSTRG.19798,0,45,0,39,69,40
MSTRG.19799,0,23,2,23,29,25
ENSDARG00000098256,0,0,0,5,0,7
MSTRG.7262,0,3,0,11,0,10
MSTRG.7263,0,0,0,0,0,8
MSTRG.7260,0,73,325,325,119,229
ENSDARG00000098255,0,0,0,0,0,0
MSTRG.7266,0,0,0,0,0,0
MSTRG.7267,0,0,2,0,19,0
MSTRG.7264,18,26,30,23,20,62
MSTRG.7265,10,245,249,485,419,495
MSTRG.31156,0,125,235,71,137,287
MSTRG.7268,3,12,47,69,36,73
MSTRG.7269,2,4,0,39,16,0
MSTRG.14405,0,2,22,6,0,1
ENSDARG00000095309,0,0,0,0,0,0
MSTRG.1476,0,26,196,64,45,110
MSTRG.14404,61,450,542,704,649,871
ENSDARG00000098251,0,0,0,0,0,0
ENSDARG00000091687,0,0,0,0,0,0
ENSDARG00000088906,0,0,0,0,0,0
MSTRG.19244,11,37,5,0,75,70
MSTRG.19245,0,18,0,11,0,15
MSTRG.19246,56,690,985,1570,1229,1780
MSTRG.19247,0,9,18,0,19,20
MSTRG.19240,0,2,0,0,26,6
MSTRG.19241,0,16,58,45,14,16
MSTRG.19242,0,12,46,11,16,32
MSTRG.19243,6,129,296,287,171,302
MSTRG.14401,7,85,365,145,111,239
MSTRG.19248,0,30,26,90,29,78
MSTRG.19249,0,0,13,0,0,0
MSTRG.14400,44,465,896,180,213,675
ENSDARG00000088561,0,0,0,0,0,0
MSTRG.42015,0,11,3,3,3,3
MSTRG.10380,0,2,0,24,0,0
MSTRG.42014,0,0,0,16,0,4
ENSDARG00000106794,0,0,0,0,0,0
MSTRG.10381,507,3738,7389,6421,4592,6880
MSTRG.42017,0,10,25,41,69,33
MSTRG.2166,0,18,21,6,10,29
MSTRG.2167,7,127,172,101,64,129
MSTRG.2164,0,15,355,28,74,85
MSTRG.2165,2,14,779,74,93,127
MSTRG.2162,22,210,207,385,318,617
MSTRG.2163,3,21,430,28,83,65
MSTRG.2160,0,0,0,0,0,0
MSTRG.2161,0,0,0,0,0,0
MSTRG.43720,11,40,48,62,15,57
MSTRG.43721,0,2,0,0,25,2
MSTRG.43722,138,1171,1134,1594,1855,2626
MSTRG.43723,60,965,834,631,1360,1784
MSTRG.43724,0,25,24,46,4,30
MSTRG.43725,0,4,5,20,7,4
MSTRG.2168,4,125,100,183,269,253
MSTRG.2169,14,92,168,122,85,132
MSTRG.8205,244,2512,3895,4624,3388,4714
MSTRG.8204,19,146,165,152,89,151
MSTRG.8207,0,21,14,25,35,21
MSTRG.8206,6,98,26,187,114,145
MSTRG.8201,6,85,91,56,80,79
MSTRG.8200,71,525,672,852,651,819
MSTRG.8203,0,7,0,0,12,8
MSTRG.8202,0,7,6,28,27,4
MSTRG.42012,0,3,0,3,3,15
MSTRG.8209,0,5,43,0,11,0
MSTRG.33783,0,0,0,7,13,0
MSTRG.45072,27,25,118,182,90,109
MSTRG.45073,0,0,0,0,14,0
MSTRG.45070,6,61,110,126,119,107
MSTRG.33782,0,3,12,7,0,10
MSTRG.45076,3,3,5,10,7,15
MSTRG.45077,0,6,13,0,10,4
MSTRG.45074,7,58,131,137,152,139
MSTRG.45075,7,0,95,125,79,81
ENSDARG00000093684,0,4,3,6,13,10
ENSDARG00000093685,0,0,0,0,0,2
MSTRG.45078,0,28,122,109,106,119
MSTRG.45079,23,191,678,549,608,577
ENSDARG00000093680,0,0,0,0,0,0
MSTRG.22448,0,0,0,0,0,0
MSTRG.42018,4,53,32,78,62,124
MSTRG.33789,0,24,17,28,28,27
MSTRG.31292,0,8,7,9,10,40
ENSDARG00000092087,0,8,0,19,9,19
MSTRG.33788,0,13,2,0,0,0
ENSDARG00000092089,0,3,0,0,0,0
MSTRG.6115,0,21,20,55,51,65
ENSDARG00000075027,0,0,0,8,0,0
ENSDARG00000014039,0,0,0,0,0,3
MSTRG.44604,0,18,0,0,9,42
ENSDARG00000099485,0,0,0,0,0,0
ENSDARG00000099489,0,0,0,0,0,0
MSTRG.19192,0,0,17,0,0,0
ENSDARG00000092339,0,0,0,0,0,25
MSTRG.32550,0,0,0,4,0,8
ENSDARG00000058318,0,0,0,0,0,3
MSTRG.9558,0,2,12,0,0,2
MSTRG.9559,0,11,88,63,15,37
MSTRG.39434,0,0,0,16,0,4
MSTRG.9552,0,23,91,95,122,114
MSTRG.9553,11,216,207,253,218,372
MSTRG.9550,37,225,97,157,75,342
MSTRG.9551,0,0,0,0,0,0
MSTRG.9556,12,0,92,34,25,28
MSTRG.9557,0,0,0,11,0,1
MSTRG.9554,0,0,3,0,10,0
MSTRG.9555,88,623,820,1080,877,1051
ENSDARG00000101724,0,0,0,0,0,0
MSTRG.39436,0,6,0,8,14,7
MSTRG.34658,0,14,0,0,0,0
MSTRG.34659,156,1326,1814,2503,1807,2250
MSTRG.34656,0,36,17,25,0,56
MSTRG.34657,0,8,0,0,0,0
MSTRG.34654,0,11,40,21,15,18
MSTRG.34655,14,39,33,90,32,58
MSTRG.34652,0,21,17,28,28,22
MSTRG.34653,51,469,494,565,562,792
MSTRG.34650,8,70,204,179,100,155
MSTRG.34651,0,0,0,0,8,0
MSTRG.36243,0,13,27,3,13,17
MSTRG.36242,46,336,562,673,561,671
MSTRG.36241,44,451,533,723,507,624
MSTRG.36240,26,560,872,825,805,843
MSTRG.36247,0,10,39,53,0,23
MSTRG.39433,0,5,35,0,7,3
MSTRG.36245,63,452,1106,817,846,1100
MSTRG.36244,0,5,8,0,7,3
MSTRG.36249,0,7,77,14,51,17
ENSDARG00000098848,0,0,0,0,0,0
MSTRG.31026,0,0,0,0,0,0
MSTRG.31027,3,136,140,233,163,221
MSTRG.31024,23,166,229,367,307,415
ENSDARG00000097306,0,0,0,0,0,0
MSTRG.31022,6,111,184,230,191,242
ENSDARG00000097300,0,0,0,0,0,0
MSTRG.398,97,914,1609,1524,1222,1683
MSTRG.399,0,11,46,4,24,17
MSTRG.396,0,6,1,1,17,16
MSTRG.397,0,1,0,0,0,0
MSTRG.394,21,173,151,182,198,434
MSTRG.25150,0,0,0,0,0,0
MSTRG.392,38,95,337,303,132,314
MSTRG.393,6,163,273,207,205,203
MSTRG.31028,0,9,0,10,0,5
MSTRG.391,0,12,16,0,0,0
MSTRG.30375,141,657,1571,1092,838,1166
MSTRG.30374,12,160,171,459,371,489
MSTRG.30377,0,143,265,354,272,394
MSTRG.30376,16,59,81,59,81,97
MSTRG.30371,6,11,19,16,28,19
MSTRG.30370,23,299,600,719,669,789
MSTRG.30373,6,106,95,103,81,153
MSTRG.30372,97,560,1058,1139,1014,731
MSTRG.39439,118,910,914,1565,1339,1525
MSTRG.30379,0,8,0,0,3,0
MSTRG.30378,78,725,980,1158,1203,1531
MSTRG.39438,0,0,0,32,0,0
MSTRG.6597,0,2,0,0,0,15
MSTRG.6097,3,102,158,96,72,110
MSTRG.36795,0,0,37,53,19,22
MSTRG.36794,0,11,18,32,4,4
MSTRG.36797,0,0,12,0,4,2
MSTRG.36796,0,0,0,14,0,0
MSTRG.36791,0,0,0,1,11,2
MSTRG.36790,7,82,61,109,92,111
MSTRG.36793,0,0,4,0,21,0
MSTRG.36792,0,4,0,10,3,2
MSTRG.36799,17,291,299,386,316,409
MSTRG.36798,0,3,8,0,0,10
MSTRG.1340,16,263,528,467,376,484
MSTRG.34365,0,0,0,0,0,8
MSTRG.20709,12,29,39,52,27,47
MSTRG.20708,0,0,0,0,0,0
MSTRG.20701,0,14,12,20,24,35
MSTRG.20700,56,288,252,528,381,536
MSTRG.20703,26,0,0,0,7,0
MSTRG.20702,0,11,0,0,0,0
MSTRG.20705,0,0,0,0,0,0
MSTRG.20704,21,145,200,225,124,211
MSTRG.20707,0,0,0,0,0,0
MSTRG.20706,0,2,0,0,0,0
MSTRG.31682,15,301,398,439,542,682
MSTRG.31683,12,66,53,88,153,136
MSTRG.31680,0,6,34,41,23,25
MSTRG.31681,0,35,92,53,44,53
MSTRG.31686,3,53,392,236,110,235
MSTRG.31687,16,136,300,259,195,294
MSTRG.31684,12,53,63,74,39,55
MSTRG.31685,3,15,111,12,62,22
MSTRG.932,0,0,0,0,0,0
MSTRG.933,0,169,320,396,180,363
MSTRG.930,31,122,130,192,203,156
MSTRG.931,26,60,27,113,108,131
MSTRG.936,15,155,186,211,209,267
MSTRG.937,0,0,0,0,8,0
MSTRG.934,0,31,21,9,30,55
MSTRG.935,41,283,366,573,418,533
MSTRG.27951,0,5,6,35,57,29
MSTRG.27950,6,48,17,68,39,94
MSTRG.27953,12,104,162,291,173,263
MSTRG.27952,0,4,24,7,32,15
MSTRG.27955,3,156,407,164,107,159
MSTRG.27954,4,53,100,30,20,66
MSTRG.27957,0,1,1,11,6,5
MSTRG.27956,0,0,42,0,0,2
MSTRG.34363,0,0,0,14,0,0
MSTRG.27958,0,0,0,24,0,0
ENSDARG00000085771,0,0,0,0,0,0
MSTRG.37684,0,0,0,24,0,0
MSTRG.37685,30,296,538,654,436,487
MSTRG.37686,7,247,251,201,343,438
MSTRG.37687,0,34,164,136,62,89
MSTRG.37680,0,1,31,5,2,3
MSTRG.37681,2,0,26,0,0,6
MSTRG.37682,0,98,1982,205,41,158
MSTRG.37683,8,4,335,34,35,41
MSTRG.37688,0,6,54,19,5,22
MSTRG.37689,0,0,0,0,0,16
ENSDARG00000104691,0,6,0,0,19,3
MSTRG.31974,2,0,33,6,2,28
MSTRG.31975,23,14,20,29,39,45
MSTRG.31976,0,0,0,1,0,0
MSTRG.31977,0,0,0,0,13,6
MSTRG.31970,0,0,0,0,0,3
MSTRG.31971,0,3,8,29,43,17
MSTRG.31972,0,31,42,80,68,118
MSTRG.31973,0,17,24,40,28,30
MSTRG.31978,5,5,13,12,0,5
MSTRG.31979,0,3,4,5,5,23
MSTRG.16246,0,14,0,0,0,2
MSTRG.5325,0,3,3,0,11,7
MSTRG.35265,18,269,260,366,485,359
MSTRG.35266,0,234,382,523,487,668
MSTRG.35267,4,91,142,152,187,145
MSTRG.35260,183,997,1630,1635,1299,1576
MSTRG.5320,0,18,0,11,33,21
MSTRG.5323,0,23,0,47,0,14
MSTRG.30088,6,23,77,62,41,34
MSTRG.30087,40,78,123,145,81,46
MSTRG.30086,21,220,198,417,402,415
MSTRG.30085,10,110,80,76,59,86
MSTRG.30084,20,304,476,293,300,320
MSTRG.5329,71,781,1659,1894,1391,1818
MSTRG.30082,0,0,0,0,0,0
MSTRG.30081,0,10,0,0,0,0
MSTRG.30080,0,0,0,0,17,0
MSTRG.37538,0,0,0,0,0,0
MSTRG.37539,8,12,77,50,6,27
MSTRG.37536,0,6,0,8,29,0
MSTRG.37537,0,96,65,123,37,152
MSTRG.37534,0,0,45,10,1,6
MSTRG.37535,2,8,0,28,3,4
MSTRG.37532,0,19,0,0,0,0
MSTRG.37533,0,36,8,41,28,36
MSTRG.37530,2,6,3,22,6,11
MSTRG.37531,0,15,7,2,3,13
MSTRG.29508,11,235,388,405,265,441
MSTRG.29509,11,109,56,167,70,145
MSTRG.29504,0,0,0,0,0,6
MSTRG.29505,36,548,817,913,570,1019
MSTRG.29506,0,10,24,83,69,49
MSTRG.29507,0,0,19,0,0,0
MSTRG.29500,0,52,84,113,111,109
MSTRG.29501,31,186,108,181,209,239
MSTRG.29502,0,0,11,0,0,0
MSTRG.29503,19,182,156,273,300,334
MSTRG.21078,0,3,34,8,0,19
MSTRG.21079,0,6,33,12,2,27
MSTRG.21070,0,0,0,19,0,3
MSTRG.21071,104,771,1656,1584,1308,1711
MSTRG.21072,11,40,46,60,68,79
MSTRG.21073,10,21,66,19,126,84
MSTRG.21074,0,0,0,0,0,0
MSTRG.21075,8,67,90,95,101,100
MSTRG.21076,0,11,30,6,4,21
MSTRG.21077,0,7,43,5,28,13
ENSDARG00000081095,0,0,0,0,0,0
MSTRG.40629,0,34,24,28,21,67
ENSDARG00000011870,0,0,0,3,24,6
MSTRG.16766,0,156,118,105,194,314
MSTRG.16767,0,0,0,23,0,0
MSTRG.34139,86,238,453,1087,299,424
MSTRG.6679,25,365,543,344,479,587
MSTRG.16762,17,70,121,88,45,79
MSTRG.16763,27,145,734,364,398,459
MSTRG.16760,0,0,8,0,0,0
MSTRG.16761,34,513,953,527,451,697
MSTRG.34133,0,2,0,13,2,3
ENSDARG00000106613,0,0,0,0,0,0
MSTRG.6670,0,5,8,3,23,2
MSTRG.6671,53,172,340,499,423,566
MSTRG.34137,134,1108,3437,2669,1890,2660
MSTRG.34136,29,126,345,365,175,346
MSTRG.16768,0,0,37,0,0,0
MSTRG.16769,11,259,255,264,293,395
MSTRG.11235,0,0,0,40,0,1
MSTRG.11234,0,101,82,226,134,157
MSTRG.11237,0,12,2,0,0,2
MSTRG.11236,15,246,259,407,276,222
MSTRG.11231,19,163,311,350,282,228
MSTRG.11230,29,536,720,962,849,1043
MSTRG.22679,0,57,153,124,61,101
MSTRG.22678,0,71,805,70,108,266
MSTRG.22677,8,87,814,106,166,306
MSTRG.22676,0,0,18,6,0,1
MSTRG.22675,0,20,85,34,10,7
MSTRG.22674,0,22,7,0,0,6
MSTRG.22673,0,23,6,0,9,0
MSTRG.11238,0,0,9,0,0,4
MSTRG.22671,0,4,28,0,0,3
MSTRG.22670,0,1,42,22,0,5
ENSDARG00000108508,0,0,0,0,0,0
MSTRG.6658,55,144,465,358,304,326
MSTRG.26709,8,272,383,616,372,438
MSTRG.26708,16,72,81,91,66,92
MSTRG.26707,15,143,313,201,245,266
ENSDARG00000108505,0,0,0,0,5,34
MSTRG.26705,0,0,0,0,0,0
ENSDARG00000108507,0,0,0,0,0,0
ENSDARG00000108500,0,0,0,0,0,0
ENSDARG00000108501,0,0,0,0,0,0
MSTRG.26701,3,90,162,285,225,221
MSTRG.26700,0,0,12,0,2,4
ENSDARG00000025372,0,0,0,0,0,0
MSTRG.6659,0,6,3,51,40,16
ENSDARG00000104432,0,0,0,0,0,0
ENSDARG00000063223,0,0,0,0,0,0
ENSDARG00000104433,0,0,0,0,0,0
ENSDARG00000100758,0,0,0,0,0,0
ENSDARG00000100750,0,0,0,0,18,8
ENSDARG00000100756,0,0,0,0,0,0
MSTRG.7200,7,145,269,203,184,309
MSTRG.34369,0,0,28,17,18,19
MSTRG.3055,0,0,0,0,16,0
MSTRG.40627,6,106,313,76,51,178
MSTRG.10965,11,13,37,72,49,72
MSTRG.6654,4,148,259,302,283,357
ENSDARG00000102663,0,0,0,0,0,0
ENSDARG00000102667,0,0,0,0,0,0
MSTRG.15513,11,79,3,116,138,117
ENSDARG00000101489,0,0,1,0,0,0
ENSDARG00000101487,0,0,0,0,0,0
ENSDARG00000102669,0,1,0,0,0,3
ENSDARG00000101480,0,0,0,0,0,0
ENSDARG00000094793,0,0,0,0,0,0
ENSDARG00000086732,0,0,0,0,0,0
ENSDARG00000107254,0,0,0,0,0,0
ENSDARG00000107257,0,0,0,0,0,0
ENSDARG00000107251,0,0,0,0,0,0
ENSDARG00000107250,0,3,7,0,0,5
ENSDARG00000107253,0,0,0,0,0,0
ENSDARG00000107252,0,0,0,0,0,0
MSTRG.24631,6,103,109,176,129,141
MSTRG.24630,0,11,19,11,0,4
MSTRG.24633,53,497,1000,925,851,1146
MSTRG.24632,6,26,13,6,11,22
MSTRG.24635,0,3,2,2,2,12
MSTRG.24634,0,27,22,24,16,86
MSTRG.24637,0,1,8,2,1,1
MSTRG.24636,50,315,284,520,208,422
MSTRG.24639,4,56,162,15,50,54
MSTRG.24638,0,0,14,0,0,0
MSTRG.34286,11,45,55,79,33,56
MSTRG.25940,0,4,17,0,2,4
MSTRG.25941,0,3,28,22,3,5
MSTRG.25942,0,3,10,1,0,3
MSTRG.25943,10,12,5,22,7,9
MSTRG.25944,6,4,6,23,2,66
MSTRG.25945,0,0,0,0,0,0
MSTRG.25946,0,0,0,0,0,0
MSTRG.25947,38,270,959,882,572,814
MSTRG.25948,7,126,413,194,123,258
MSTRG.25949,0,10,15,4,3,7
ENSDARG00000104504,0,3,0,0,0,6
ENSDARG00000104506,0,0,0,0,0,0
ENSDARG00000102595,0,6,0,0,8,2
ENSDARG00000102597,0,0,0,0,0,0
MSTRG.6759,27,556,866,765,743,739
ENSDARG00000102592,0,0,0,0,0,0
MSTRG.31879,0,0,0,0,16,0
ENSDARG00000102598,0,0,0,0,0,0
MSTRG.20551,0,0,45,0,0,2
MSTRG.15446,0,3,35,0,13,2
MSTRG.15447,0,0,116,14,24,4
MSTRG.15444,0,11,103,2,12,6
ENSDARG00000107652,0,3,0,0,0,4
MSTRG.15442,6,266,266,263,184,397
MSTRG.15443,0,0,16,11,0,3
MSTRG.15440,0,11,1,19,43,13
MSTRG.15441,11,48,56,61,46,87
ENSDARG00000107655,0,0,0,0,0,0
ENSDARG00000090400,0,0,0,0,0,12
MSTRG.2920,69,824,1280,1641,1171,1507
MSTRG.15448,102,1205,1650,1961,1417,1883
MSTRG.15449,115,1265,1511,1341,1124,1420
MSTRG.2921,10,85,120,129,203,209
ENSDARG00000107657,0,0,0,0,0,0
MSTRG.40623,12,123,198,84,153,201
MSTRG.18564,0,0,0,0,0,0
ENSDARG00000105911,0,0,0,0,0,0
MSTRG.31876,0,33,37,18,28,33
MSTRG.31871,0,2,8,10,1,35
MSTRG.16352,0,1,0,0,8,0
ENSDARG00000104963,0,0,0,0,0,0
MSTRG.3054,0,5,24,7,14,7
MSTRG.23638,0,12,14,0,0,5
ENSDARG00000104961,0,2,0,8,0,3
MSTRG.2928,0,7,1,1,15,1
ENSDARG00000107386,0,0,3,0,0,0
ENSDARG00000101150,0,0,0,0,0,3
ENSDARG00000101151,0,0,0,0,0,0
ENSDARG00000101152,0,0,0,0,0,0
ENSDARG00000101153,0,0,0,0,0,0
MSTRG.24099,0,16,0,0,0,2
MSTRG.24098,0,0,0,8,0,2
MSTRG.31508,33,697,850,1467,1247,1697
ENSDARG00000101158,0,0,0,0,0,0
MSTRG.24094,0,13,0,0,5,0
MSTRG.24097,0,4,6,56,42,17
MSTRG.24096,0,12,0,0,0,0
MSTRG.24091,176,1796,2509,2241,2624,3122
